invoice_line_no,date,itemno,pack,sale_bottles,sale_dollars,state_bottle_retail,vendor_no
S18488900018,2014-04-17T00:00:00.000,19068,6,1,29.91,29.91,65
S18479200083,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18489700007,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18485700029,2014-04-17T00:00:00.000,19068,6,2,59.82,29.91,65
S18474200007,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18475100016,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18476200019,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18476900052,2014-04-17T00:00:00.000,19068,6,3,89.73,29.91,65
S18477900003,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18478100012,2014-04-17T00:00:00.000,19068,6,6,179.46,29.91,65
S18509500002,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18508400043,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18527300002,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18532500019,2014-04-21T00:00:00.000,19068,6,1,29.91,29.91,65
S18510200006,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18510400001,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18510100002,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18510000003,2014-04-21T00:00:00.000,19068,6,12,358.92,29.91,65
S18509900003,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18524000028,2014-04-21T00:00:00.000,19068,6,2,59.82,29.91,65
S18534100011,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18523700049,2014-04-21T00:00:00.000,19068,6,1,29.91,29.91,65
S18522900012,2014-04-21T00:00:00.000,19068,6,2,59.82,29.91,65
S18534600003,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18522300018,2014-04-21T00:00:00.000,19068,6,2,59.82,29.91,65
S18520200015,2014-04-21T00:00:00.000,19068,6,2,59.82,29.91,65
S18512900003,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18541000011,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18511700014,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18510300003,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18541100016,2014-04-21T00:00:00.000,19068,6,6,179.46,29.91,65
S18545900001,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18517800018,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18531600026,2014-04-22T00:00:00.000,19068,6,1,29.91,29.91,65
S18539300001,2014-04-22T00:00:00.000,19068,6,12,358.92,29.91,65
S18543800028,2014-04-22T00:00:00.000,19068,6,3,89.73,29.91,65
S18544200010,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18544300049,2014-04-22T00:00:00.000,19068,6,1,29.91,29.91,65
S18544500025,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18544800038,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18545000007,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18545200031,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18546800003,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18552000012,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18553300005,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18555700009,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18558200053,2014-04-22T00:00:00.000,19068,6,2,59.82,29.91,65
S18559500050,2014-04-22T00:00:00.000,19068,6,3,89.73,29.91,65
S18561400010,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18562700002,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18563400022,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18564500109,2014-04-22T00:00:00.000,19068,6,2,59.82,29.91,65
S18565000006,2014-04-22T00:00:00.000,19068,6,6,179.46,29.91,65
S18561100027,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18598700195,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18598100005,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18595000054,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18598300027,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18594400060,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18549800109,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18594200007,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18589300041,2014-04-23T00:00:00.000,19068,6,3,89.73,29.91,65
S18585100018,2014-04-23T00:00:00.000,19068,6,1,29.91,29.91,65
S18581100017,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18580500108,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18580000061,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18562600019,2014-04-23T00:00:00.000,19068,6,24,717.84,29.91,65
S18576700030,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18595800032,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18575200027,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18574200023,2014-04-23T00:00:00.000,19068,6,6,179.46,29.91,65
S18568400019,2014-04-23T00:00:00.000,19068,6,2,59.82,29.91,65
S18576200047,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18568300016,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18568800033,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18573900021,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18620500026,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18568700008,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18602600046,2014-04-24T00:00:00.000,19068,6,3,89.73,29.91,65
S18611300019,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18611100016,2014-04-24T00:00:00.000,19068,6,2,59.82,29.91,65
S18609600105,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18608600095,2014-04-24T00:00:00.000,19068,6,2,59.82,29.91,65
S18608300003,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18607900007,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18607800009,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18608000011,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18606300005,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18602200055,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18601200032,2014-04-24T00:00:00.000,19068,6,36,1076.76,29.91,65
S18599900014,2014-04-24T00:00:00.000,19068,6,1,29.91,29.91,65
S18599700005,2014-04-24T00:00:00.000,19068,6,6,179.46,29.91,65
S18628600005,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18632100034,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18634200005,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18622900057,2014-04-28T00:00:00.000,19068,6,60,1794.6,29.91,65
S18628700051,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18629700022,2014-04-28T00:00:00.000,19068,6,3,89.73,29.91,65
S18630400024,2014-04-28T00:00:00.000,19068,6,12,358.92,29.91,65
S18630600014,2014-04-28T00:00:00.000,19068,6,12,358.92,29.91,65
S18630800012,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18630900011,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18631500035,2014-04-28T00:00:00.000,19068,6,12,358.92,29.91,65
S18631900051,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18632200009,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18634500010,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18636400008,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18640500008,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18644300016,2014-04-28T00:00:00.000,19068,6,3,89.73,29.91,65
S18645100004,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18653700002,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18656800009,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18656900007,2014-04-28T00:00:00.000,19068,6,6,179.46,29.91,65
S18657900095,2014-04-28T00:00:00.000,19068,6,2,59.82,29.91,65
S18660800002,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18661800042,2014-04-29T00:00:00.000,19068,6,1,29.91,29.91,65
S18663700033,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18665100011,2014-04-29T00:00:00.000,19068,6,12,358.92,29.91,65
S18665300095,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18666200025,2014-04-29T00:00:00.000,19068,6,1,29.91,29.91,65
S18683300031,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18655400002,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18664700004,2014-04-29T00:00:00.000,19068,6,12,358.92,29.91,65
S18688900075,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18692600004,2014-04-29T00:00:00.000,19068,6,6,179.46,29.91,65
S18696100019,2014-04-30T00:00:00.000,19068,6,3,89.73,29.91,65
S18700700031,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18701200023,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18701400047,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18701600004,2014-04-30T00:00:00.000,19068,6,12,358.92,29.91,65
S18701800044,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18702300024,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18703300018,2014-04-30T00:00:00.000,19068,6,1,29.91,29.91,65
S18704700017,2014-04-30T00:00:00.000,19068,6,2,59.82,29.91,65
S18706200010,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18712200011,2014-04-30T00:00:00.000,19068,6,1,29.91,29.91,65
S18709400024,2014-04-30T00:00:00.000,19068,6,1,29.91,29.91,65
S18713800005,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18714300061,2014-04-30T00:00:00.000,19068,6,1,29.91,29.91,65
S18720700009,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18702600007,2014-04-30T00:00:00.000,19068,6,12,358.92,29.91,65
S18699000032,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18616900017,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18715100021,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18669800006,2014-04-30T00:00:00.000,19068,6,24,717.84,29.91,65
S18685900014,2014-04-30T00:00:00.000,19068,6,2,59.82,29.91,65
S18688300003,2014-04-30T00:00:00.000,19068,6,6,179.46,29.91,65
S18724700054,2014-05-01T00:00:00.000,19068,6,48,1435.68,29.91,65
S18725900027,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18726900020,2014-05-01T00:00:00.000,19068,6,12,358.92,29.91,65
S18727000013,2014-05-01T00:00:00.000,19068,6,12,358.92,29.91,65
S18727600018,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18727700010,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18728100039,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18728300037,2014-05-01T00:00:00.000,19068,6,1,29.91,29.91,65
S18729100004,2014-05-01T00:00:00.000,19068,6,12,358.92,29.91,65
S18730000071,2014-05-01T00:00:00.000,19068,6,1,29.91,29.91,65
S18733600028,2014-05-01T00:00:00.000,19068,6,1,29.91,29.91,65
S18733900046,2014-05-01T00:00:00.000,19068,6,12,358.92,29.91,65
S18734200040,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18734300027,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18734400052,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18734500104,2014-05-01T00:00:00.000,19068,6,2,59.82,29.91,65
S18737100026,2014-05-01T00:00:00.000,19068,6,2,59.82,29.91,65
S18745000014,2014-05-01T00:00:00.000,19068,6,3,89.73,29.91,65
S18746200006,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18746600015,2014-05-01T00:00:00.000,19068,6,6,179.46,29.91,65
S18778900012,2014-05-05T00:00:00.000,19068,6,120,3589.2,29.91,65
S18756100003,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18751700021,2014-05-05T00:00:00.000,19068,6,3,89.73,29.91,65
S18752000009,2014-05-05T00:00:00.000,19068,6,12,358.92,29.91,65
S18753400019,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18753800031,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18755100020,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18755400017,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18755900048,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18756300017,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18757400005,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18760800061,2014-05-05T00:00:00.000,19068,6,48,1435.68,29.91,65
S18761000072,2014-05-05T00:00:00.000,19068,6,42,1256.22,29.91,65
S18765000019,2014-05-05T00:00:00.000,19068,6,2,59.82,29.91,65
S18766800005,2014-05-05T00:00:00.000,19068,6,6,179.46,29.91,65
S18769700039,2014-05-05T00:00:00.000,19068,6,1,29.91,29.91,65
S18772500041,2014-05-05T00:00:00.000,19068,6,12,358.92,29.91,65
S18763100004,2014-05-05T00:00:00.000,19068,6,12,358.92,29.91,65
S18783100099,2014-05-05T00:00:00.000,19068,6,1,29.91,29.91,65
S18773400033,2014-05-05T00:00:00.000,19068,6,3,89.73,29.91,65
S18814200003,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18816000036,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18797400023,2014-05-06T00:00:00.000,19068,6,12,358.92,29.91,65
S18793200030,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18785400040,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18750500005,2014-05-06T00:00:00.000,19068,6,36,1076.76,29.91,65
S18774300014,2014-05-06T00:00:00.000,19068,6,3,89.73,29.91,65
S18777100019,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18790200006,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18791100021,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18793100044,2014-05-06T00:00:00.000,19068,6,1,29.91,29.91,65
S18793800011,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18794000002,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18794200017,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18796700021,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18796900023,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18797000017,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18797600007,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18798700014,2014-05-06T00:00:00.000,19068,6,2,59.82,29.91,65
S18800500005,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18807800030,2014-05-06T00:00:00.000,19068,6,120,3589.2,29.91,65
S18808800041,2014-05-06T00:00:00.000,19068,6,3,89.73,29.91,65
S18813700045,2014-05-06T00:00:00.000,19068,6,6,179.46,29.91,65
S18820400039,2014-05-07T00:00:00.000,19068,6,2,59.82,29.91,65
S18829700003,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18808500017,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18813000077,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18823300007,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18823400001,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18826300020,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18827200017,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18829100004,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18830900155,2014-05-07T00:00:00.000,19068,6,1,29.91,29.91,65
S18831500029,2014-05-07T00:00:00.000,19068,6,6,179.46,29.91,65
S18831700036,2014-05-07T00:00:00.000,19068,6,3,89.73,29.91,65
S18832400021,2014-05-07T00:00:00.000,19068,6,2,59.82,29.91,65
S18834800043,2014-05-07T00:00:00.000,19068,6,2,59.82,29.91,65
S18835600020,2014-05-07T00:00:00.000,19068,6,2,59.82,29.91,65
S18839500016,2014-05-07T00:00:00.000,19068,6,1,29.91,29.91,65
S18840600035,2014-05-07T00:00:00.000,19068,6,2,59.82,29.91,65
S18847600025,2014-05-07T00:00:00.000,19068,6,2,59.82,29.91,65
S18832700002,2014-05-08T00:00:00.000,19068,6,6,179.46,29.91,65
S18840000009,2014-05-08T00:00:00.000,19068,6,6,179.46,29.91,65
S18863900010,2014-05-08T00:00:00.000,19068,6,6,179.46,29.91,65
S18862500017,2014-05-08T00:00:00.000,19068,6,1,29.91,29.91,65
S18859200008,2014-05-08T00:00:00.000,19068,6,6,179.46,29.91,65
S18858400076,2014-05-08T00:00:00.000,19068,6,6,179.46,29.91,65
S18856100091,2014-05-08T00:00:00.000,19068,6,1,29.91,29.91,65
S18856000086,2014-05-08T00:00:00.000,19068,6,2,59.82,29.91,65
S18854300018,2014-05-08T00:00:00.000,19068,6,1,29.91,29.91,65
S18853600020,2014-05-08T00:00:00.000,19068,6,12,358.92,29.91,65
S18853100082,2014-05-08T00:00:00.000,19068,6,12,358.92,29.91,65
S18852900031,2014-05-08T00:00:00.000,19068,6,2,59.82,29.91,65
S18852700005,2014-05-08T00:00:00.000,19068,6,6,179.46,29.91,65
S18850900008,2014-05-08T00:00:00.000,19068,6,120,3589.2,29.91,65
S18899500013,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18906800109,2014-05-12T00:00:00.000,19068,6,1,29.91,29.91,65
S18851400003,2014-05-12T00:00:00.000,19068,6,60,1794.6,29.91,65
S18851700003,2014-05-12T00:00:00.000,19068,6,60,1794.6,29.91,65
S18883000003,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18871500054,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18871600024,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18871700028,2014-05-12T00:00:00.000,19068,6,12,358.92,29.91,65
S18871800049,2014-05-12T00:00:00.000,19068,6,12,358.92,29.91,65
S18878400041,2014-05-12T00:00:00.000,19068,6,3,89.73,29.91,65
S18881000033,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18882400013,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18882800029,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18883300013,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18889300014,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18891600015,2014-05-12T00:00:00.000,19068,6,3,89.73,29.91,65
S18891800006,2014-05-12T00:00:00.000,19068,6,4,119.64,29.91,65
S18894700041,2014-05-12T00:00:00.000,19068,6,1,29.91,29.91,65
S18900400012,2014-05-12T00:00:00.000,19068,6,6,179.46,29.91,65
S18822800003,2014-05-13T00:00:00.000,19068,6,120,3589.2,29.91,65
S18932600085,2014-05-13T00:00:00.000,19068,6,2,59.82,29.91,65
S18921700025,2014-05-13T00:00:00.000,19068,6,2,59.82,29.91,65
S18913500013,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18939600047,2014-05-13T00:00:00.000,19068,6,1,29.91,29.91,65
S18940800012,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18915400019,2014-05-13T00:00:00.000,19068,6,1,29.91,29.91,65
S18909500008,2014-05-13T00:00:00.000,19068,6,3,89.73,29.91,65
S18909000010,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18917600020,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18917500011,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18917200022,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18917100014,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18916800022,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18916300010,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18915200014,2014-05-13T00:00:00.000,19068,6,6,179.46,29.91,65
S18914700021,2014-05-13T00:00:00.000,19068,6,2,59.82,29.91,65
S18946800039,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18951300034,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18949700030,2014-05-14T00:00:00.000,19068,6,1,29.91,29.91,65
S18947300015,2014-05-14T00:00:00.000,19068,6,2,59.82,29.91,65
S18972600024,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18966600013,2014-05-14T00:00:00.000,19068,6,2,59.82,29.91,65
S18966500067,2014-05-14T00:00:00.000,19068,6,2,59.82,29.91,65
S18965200017,2014-05-14T00:00:00.000,19068,6,1,29.91,29.91,65
S18964100021,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18962800023,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18962100006,2014-05-14T00:00:00.000,19068,6,18,538.38,29.91,65
S18958800011,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18958600005,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18957000025,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18954300014,2014-05-14T00:00:00.000,19068,6,2,59.82,29.91,65
S18851600003,2014-05-14T00:00:00.000,19068,6,60,1794.6,29.91,65
S18851800003,2014-05-14T00:00:00.000,19068,6,60,1794.6,29.91,65
S18935400005,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18950800128,2014-05-14T00:00:00.000,19068,6,1,29.91,29.91,65
S18950600019,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18937200039,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18950100004,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18943100064,2014-05-14T00:00:00.000,19068,6,2,59.82,29.91,65
S18944900010,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18945300014,2014-05-14T00:00:00.000,19068,6,6,179.46,29.91,65
S18972800041,2014-05-14T00:00:00.000,19068,6,2,59.82,29.91,65
S18937600069,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18947000024,2014-05-15T00:00:00.000,19068,6,3,89.73,29.91,65
S18948200045,2014-05-15T00:00:00.000,19068,6,4,119.64,29.91,65
S18974500019,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18975700025,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18976200010,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18977400032,2014-05-15T00:00:00.000,19068,6,1,29.91,29.91,65
S18977700017,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18980400009,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18980600093,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18982300090,2014-05-15T00:00:00.000,19068,6,3,89.73,29.91,65
S18986300002,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18987000010,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S18987600025,2014-05-15T00:00:00.000,19068,6,1,29.91,29.91,65
S18996700026,2014-05-15T00:00:00.000,19068,6,2,59.82,29.91,65
S18979500010,2014-05-15T00:00:00.000,19068,6,6,179.46,29.91,65
S19027900017,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19028000030,2014-05-19T00:00:00.000,19068,6,1,29.91,29.91,65
S19032200058,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19034200026,2014-05-19T00:00:00.000,19068,6,1,29.91,29.91,65
S19034400008,2014-05-19T00:00:00.000,19068,6,30,897.3,29.91,65
S19036400032,2014-05-19T00:00:00.000,19068,6,2,59.82,29.91,65
S19036900017,2014-05-19T00:00:00.000,19068,6,12,358.92,29.91,65
S19037400009,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S18998000019,2014-05-19T00:00:00.000,19068,6,12,358.92,29.91,65
S18998700017,2014-05-19T00:00:00.000,19068,6,12,358.92,29.91,65
S18999300007,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19000900038,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19010400010,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19012800024,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S18993800011,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S18997900010,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19019800001,2014-05-19T00:00:00.000,19068,6,6,179.46,29.91,65
S19020600031,2014-05-19T00:00:00.000,19068,6,2,59.82,29.91,65
S19023900045,2014-05-19T00:00:00.000,19068,6,30,897.3,29.91,65
S19043900008,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19044100003,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19044400038,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19044500015,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19044600040,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19046200001,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19046900014,2014-05-20T00:00:00.000,19068,6,2,59.82,29.91,65
S19046600037,2014-05-20T00:00:00.000,19068,6,2,59.82,29.91,65
S19047700001,2014-05-20T00:00:00.000,19068,6,1,29.91,29.91,65
S19048600024,2014-05-20T00:00:00.000,19068,6,2,59.82,29.91,65
S19058800041,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19042400014,2014-05-20T00:00:00.000,19068,6,3,89.73,29.91,65
S19059500035,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19060300063,2014-05-20T00:00:00.000,19068,6,2,59.82,29.91,65
S19063900014,2014-05-20T00:00:00.000,19068,6,3,89.73,29.91,65
S19065200041,2014-05-20T00:00:00.000,19068,6,1,29.91,29.91,65
S19069700003,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19043600005,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19072600036,2014-05-20T00:00:00.000,19068,6,2,59.82,29.91,65
S19074000023,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19014800021,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19016300018,2014-05-20T00:00:00.000,19068,6,2,59.82,29.91,65
S19037700028,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19038300049,2014-05-20T00:00:00.000,19068,6,1,29.91,29.91,65
S19043400019,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19043800004,2014-05-20T00:00:00.000,19068,6,6,179.46,29.91,65
S19108900093,2014-05-21T00:00:00.000,19068,6,2,59.82,29.91,65
